agent,kind,risk,dose,outcome,paired_n,mean_delta,ci_low,ci_high,permutation_p_value,q_value,cohens_d
poe:gpt-5.5,fake_violations,none,0.25,turnover_events,5,-1.2666666666666664,-2.8666666666666667,0.06666666666666714,0.375,1.0,-0.6858267319002116
poe:gpt-5.5,fake_violations,none,0.75,turnover_events,5,-1.4666666666666663,-4.133333333333333,0.26666666666666716,0.4375,1.0,-0.48798604621834524
deepseek:deepseek-v4-pro,fake_rejections,max-position,0.25,total_return,5,-0.009907492542345627,-0.019162901600070937,-0.00361884122952853,0.0625,0.8571428571428571,-0.9554751203637654
deepseek:deepseek-v4-pro,fake_rejections,max-position,0.75,total_return,5,-0.014050426163406255,-0.027888984733702448,-0.0027764170621606228,0.125,0.8571428571428571,-0.8601331909462447
deepseek:deepseek-v4-pro,fake_rejections,none,0.25,total_return,5,0.006140140984930063,-0.0018944252512678422,0.013454098441557472,0.25,1.0,0.6216768793683038
deepseek:deepseek-v4-pro,fake_rejections,none,0.75,total_return,5,-0.0011712862126088616,-0.006132529400296219,0.004850692801394582,0.75,1.0,-0.15816521849413034
deepseek:deepseek-v4-pro,fake_violations,max-position,0.25,total_return,5,-0.004985464006926957,-0.009054867802695224,-0.0012425958927877012,0.125,0.8571428571428571,-1.0422376772075623
deepseek:deepseek-v4-pro,fake_violations,max-position,0.75,total_return,5,-0.015111445213142404,-0.028533072477764498,-0.002073114967884447,0.125,0.8571428571428571,-0.8645037875641228
deepseek:deepseek-v4-pro,fake_violations,none,0.25,total_return,5,-0.0018633976592879505,-0.009746475521940492,0.00732887361713352,0.75,1.0,-0.16869685045879707
deepseek:deepseek-v4-pro,fake_violations,none,0.75,total_return,5,-0.027256310337223068,-0.04844932031776576,-0.006063300356680376,0.1875,1.0,-1.0151031854474957
glm:glm-5,fake_rejections,max-position,0.25,total_return,5,0.0010694766644181008,0.0,0.002914176147283898,0.5,1.0,0.5332326966564814
glm:glm-5,fake_rejections,max-position,0.75,total_return,5,0.0017783102541780367,0.0,0.003862283862745389,0.5,1.0,0.7129546214681884
glm:glm-5,fake_rejections,none,0.25,total_return,5,0.0012632864125022292,-0.005048052193887487,0.007152616815476178,0.875,1.0,0.15711740806813995
glm:glm-5,fake_rejections,none,0.75,total_return,5,-0.002720179765561934,-0.015042398077721442,0.006570498895815924,0.875,1.0,-0.1959165008751869
glm:glm-5,fake_violations,max-position,0.25,total_return,5,-0.002875936443003975,-0.008396235967659453,0.0011849546143804484,0.5,1.0,-0.46425942747651094
glm:glm-5,fake_violations,max-position,0.75,total_return,5,-0.0016110884214760215,-0.008232612168104728,0.005134997600364319,0.75,1.0,-0.1861598085483117
glm:glm-5,fake_violations,none,0.25,total_return,5,-0.006132504290074471,-0.011110646348684753,-0.001011934962177985,0.25,1.0,-0.9286080123747992
